LIMIT_BAL,AGE,INCOME,UTILIZATION,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,risk_level
999971,58,106039,0.9,6,8,8,6,-1,8,138482,430794,145710,137380,292301,188468,60435,85107,145082,167203,99114,34414,2
376571,25,33162,0.86,1,1,6,0,6,3,142766,206671,453597,3033,110690,180586,183197,82476,32013,180590,186316,192226,2
948902,51,184706,0.83,-2,-2,-1,-2,3,8,259088,202256,464092,255132,317944,450136,154597,102356,185241,127600,155837,110487,2
647578,51,20530,0.82,2,7,6,0,6,0,109027,221393,144357,248833,55581,389095,75804,147362,143491,181652,180121,164938,2
621302,22,137779,0.73,4,-2,0,2,-2,5,350570,303110,422068,488405,178939,111221,47764,76837,70815,164667,85193,26837,2
185150,61,38128,0.87,3,4,6,4,1,-2,374654,295869,87849,455852,277492,206759,172135,47363,72515,167768,163120,43392,2
100519,46,85707,0.21,5,-1,3,-1,8,5,368559,6021,473065,5264,170456,491576,177296,66975,58375,166877,186497,84987,2
840474,45,150537,0.87,8,3,3,7,5,0,246944,354550,287289,499649,75251,357817,45310,92523,112696,115762,118623,142254,2
623340,33,105275,0.92,0,3,1,0,8,8,30378,405667,310488,239230,96543,47726,18807,124685,84558,147747,22829,194657,2
64389,31,44998,0.72,5,0,-2,2,2,4,4406,127813,270742,469086,112097,330172,139938,154500,76116,50035,153647,100104,2
408105,69,42333,0.6,0,2,5,-1,-2,0,335200,97574,250284,299641,351369,434635,88606,1873,192643,114831,157469,69116,1
642399,19,80886,0.24,0,3,3,0,6,7,342211,251265,331106,4957,225857,456624,174141,65024,61406,192247,131392,22078,0
941490,57,21522,0.87,8,7,-2,-2,4,2,96513,59781,444175,398450,356875,83831,5796,130214,98779,80803,35379,108995,2
930147,21,192590,0.58,5,8,0,2,7,4,65977,447671,306343,113186,397334,496847,49758,26826,35318,4547,189905,106681,1
887165,69,113504,0.61,5,8,8,8,3,1,363305,48868,452909,443439,368507,349962,169987,133612,63491,56097,141601,174377,1
871186,58,104194,0.61,5,3,-2,8,-1,7,378304,357605,28325,467310,277440,479714,179952,14756,176420,106662,3860,177279,1
986128,69,50320,0.87,4,1,7,2,4,8,380164,37424,130632,338687,439950,162821,193743,153999,65433,151465,134688,141337,2
922318,48,195047,0.14,5,-1,5,5,6,-1,45968,69105,187352,123812,188049,77951,102101,78934,13786,76100,199909,104743,2
207753,43,125424,0.06,3,-1,2,4,4,2,168722,353298,103416,250014,346407,320924,106054,167349,98804,63405,130725,116034,2
663812,44,128959,0.22,-1,1,2,1,4,2,106231,118497,487854,122570,216555,441897,21435,113575,176311,115435,22571,190931,0
393150,68,179891,0.49,7,2,2,0,3,2,308730,478748,467765,48656,152838,296832,183155,63669,98250,183172,179268,86292,1
861136,51,72630,0.47,4,-1,8,4,7,5,154750,188017,297956,473233,353388,436254,97625,153652,96275,61805,98685,113696,1
547488,48,71662,0.51,4,5,3,8,0,8,212807,120925,248779,376629,264136,231873,107517,8560,35653,150015,12207,92844,1
144913,65,128305,0.11,-2,7,5,7,5,3,320467,77367,46925,10879,33264,41970,10595,14540,149545,736,22755,93854,0
668396,28,123291,0.79,4,2,6,-2,0,5,435761,443900,76670,396995,159419,270510,162895,176259,198262,105502,34596,102956,2
829091,25,149630,0.3,-2,4,0,0,8,6,407894,422802,188162,373925,209598,55267,121917,127751,128572,51359,131392,80612,1
319637,29,88834,0.91,4,3,2,7,0,-1,350623,435462,197064,157115,421703,225444,102680,71765,191430,91274,43828,152795,2
119639,52,197777,0.84,3,3,-2,6,2,0,184345,428712,123410,173051,253682,376331,74639,82086,124236,7015,197249,69438,2
281452,62,18513,0.06,3,0,4,0,4,1,364063,177462,458329,444341,66121,473200,148914,101969,111584,102916,168778,185578,2
366527,51,155532,0.05,-1,7,3,8,4,-1,220848,141319,318861,203619,239405,198179,168246,34352,167854,102369,25846,151100,0
708354,30,171388,0.63,4,0,3,3,-1,4,452960,227049,422010,384009,10784,112335,46312,84027,5402,150280,122934,85066,1
774640,44,128860,0.08,5,-1,0,2,2,4,472682,362195,105709,2666,103430,82183,25561,106914,43183,65414,16683,14510,2
359378,25,64512,0.57,5,-2,-2,-2,-2,8,499336,292861,99999,421457,173913,105178,133312,172388,126016,430,109084,28127,1
702962,64,43669,0.08,0,4,7,4,6,-1,120460,49911,258458,242234,142827,177014,61843,64460,156985,172093,145688,172826,0
536084,38,118099,0.48,3,7,-1,8,4,5,13220,42227,436654,392923,329989,62575,8641,90093,85116,17137,43646,150851,1
579882,58,114754,0.42,3,8,0,3,5,3,492135,120117,456317,423362,460354,27435,63632,91568,113700,100535,11843,72662,1
811195,28,72560,0.59,2,7,6,0,1,4,6492,136028,424906,43656,401828,131707,162659,66024,115034,173647,61459,22952,1
319515,39,46709,0.36,6,1,0,4,6,6,302406,281280,239872,259671,118255,247688,73751,107228,145387,190369,177192,168691,1
621603,38,102705,0.14,6,3,2,2,6,4,351442,236014,465492,483926,207300,372084,156658,95895,180926,150921,160171,132968,2
788924,45,32011,0.84,0,2,1,4,4,5,29902,469766,341158,182807,40550,93078,18717,82502,156180,112237,151999,33735,2
701539,20,34651,0.3,8,7,7,-2,2,7,217671,414467,348164,62409,391603,112393,94515,17833,84234,139616,118421,31467,1
282520,24,15566,0.07,5,4,2,6,0,0,451039,326623,44997,156418,286831,112665,65394,73387,129386,141399,24314,160754,2
653814,31,51526,0.5,6,0,5,3,5,5,481761,229183,61080,218830,247605,85369,4321,174478,20736,26666,170558,172049,1
293459,32,17020,0.88,2,7,-2,7,4,4,272127,400311,215986,211163,204841,403779,20503,186227,73947,160641,84724,175889,2
721986,26,84066,0.28,3,0,-2,5,5,2,472469,451536,63151,121509,338102,489924,68854,198206,2487,165664,162526,80870,2
922437,69,33890,0.45,1,8,7,7,6,2,394623,49291,307965,308639,16005,416069,62820,28398,74976,70061,50514,138713,1
287330,60,90919,0.4,3,8,7,-2,3,8,22039,221731,496765,399972,497561,278929,85323,87714,136361,118913,184816,188533,1
155573,24,58882,0.05,0,-2,2,-1,-2,7,383808,264847,258662,340724,126753,272732,13121,189887,32706,18597,48520,52372,0
974634,29,40304,0.87,3,1,3,0,6,-2,339548,55222,299757,428093,472695,333809,111467,34095,126126,99896,184977,188285,2
187900,36,133016,0.76,7,5,-1,-2,0,3,213156,421620,281578,38124,497032,71758,11961,41868,177838,31742,129920,63799,2
369658,44,62742,0.1,8,8,-1,0,8,-2,26148,410048,328817,313118,181535,258470,40975,125749,162051,122322,112093,121990,2
550364,35,77124,0.13,4,5,-2,7,6,-1,7002,443790,323586,223072,154075,338903,182875,66127,5781,37353,49499,125488,2
555740,30,179445,0.01,-2,4,7,-2,5,7,254173,31136,186963,274660,33180,85501,141666,146984,96387,7040,63126,127054,0
285707,60,144925,0.99,4,8,3,8,8,8,145054,468626,484396,287455,163491,59694,185030,86411,5932,17720,191775,125412,2
758024,18,106354,0.42,0,4,-2,7,7,1,152468,488608,221878,219530,398416,301014,69869,119403,137115,31052,177013,65912,1
554917,55,53451,0.93,2,2,4,-2,5,8,313516,123841,301646,441754,123810,390187,48339,31028,121772,26967,177931,14074,2
723243,38,67754,0.42,2,-1,4,5,0,2,415400,229528,447957,196321,31828,334751,161867,49060,75378,111348,54419,1058,1
748419,51,159741,0.1,3,-2,6,8,4,1,487972,269492,321997,480340,144199,58255,189459,61344,128250,46093,155534,156596,2
527294,30,35754,0.34,-1,0,8,-1,-1,-1,421264,152448,291199,400673,205210,167906,181252,113719,2337,128774,121729,117449,1
748292,62,139779,0.42,6,3,6,-2,7,7,345968,38535,83431,415360,423157,426531,122233,109296,152346,7988,161139,107761,1
573116,68,117047,0.18,4,6,2,2,2,4,408391,57879,63713,372777,274826,289062,42606,186715,77277,61775,150326,194290,2
504485,58,150919,0.05,8,2,6,4,5,7,248334,140819,103779,211561,116377,432442,45552,69485,917,1949,95820,152753,2
563066,68,96472,0.32,1,7,-1,7,8,2,309354,166973,417430,1959,456839,58181,140662,159035,197898,13036,199051,43240,1
912418,40,53446,0.54,2,4,3,7,6,1,166327,274940,232313,88915,255447,10187,86872,44158,153097,18786,161843,15228,1
922391,18,112676,0.26,2,6,0,5,-1,7,196540,481435,248774,69051,5068,338472,81483,173450,189291,50406,4832,100650,1
314179,40,75489,0.96,7,5,-2,-2,3,6,69219,365243,212080,62922,270868,89770,62779,137517,174133,60681,8892,88439,2
159767,45,130363,0.48,3,0,2,3,0,2,307913,200885,378011,210968,429093,484905,7625,80293,106110,100403,170246,96005,1
483961,49,84589,0.13,1,4,8,6,2,-1,20053,437554,333119,154137,161856,412870,145827,121538,77976,48354,153469,191553,1
591529,25,146994,0.41,3,-1,0,3,4,1,40260,396120,274599,262193,461624,254789,78257,94821,158297,75241,185655,136563,1
627263,43,113711,0.71,1,3,7,1,3,0,42588,55504,97889,252916,174888,457833,147816,169699,150445,21764,17793,91138,2
204226,31,65261,0.49,2,8,-1,6,2,1,345408,344947,9386,307859,16717,461659,109805,176295,102908,112392,195282,10222,1
993129,41,182432,0.33,1,8,0,8,2,3,258272,219463,344327,119858,456706,193542,41282,30086,103813,99061,65945,107949,1
541818,65,158862,0.11,6,-2,2,0,5,4,99227,7860,405545,220944,274720,338419,33157,64186,4576,39626,96797,118841,2
106396,46,160639,0.46,-2,1,6,3,1,3,120561,61893,41713,454129,44490,390725,2932,123086,28510,15833,180883,4358,1
542443,21,35343,0.1,2,0,3,3,6,7,323112,321909,226935,20681,77824,324268,48623,39726,53438,100311,138126,5825,1
168920,35,177214,0.37,2,6,-2,2,2,8,435406,267106,399946,349596,270209,347498,127349,5998,125140,141272,151398,32714,1
456547,31,16490,0.12,-2,4,7,6,3,7,376861,426643,101094,13435,1924,488086,95459,165695,2227,150341,71839,96312,0
244999,44,143369,0.68,1,8,7,2,-1,-2,147905,400544,56003,213145,287411,376131,121049,135617,161334,103296,78333,144928,1
660514,58,75928,0.77,-1,-1,1,7,0,-2,315623,87666,82692,401758,96650,432618,2723,34340,35207,15543,17934,24869,2
659007,64,174498,0.24,-1,2,4,6,0,0,200950,202292,220330,225767,12127,119874,11230,102585,176438,69758,84490,182359,0
113014,20,133888,0.07,-1,4,1,-1,-1,7,385506,54790,149315,123585,158668,127603,61977,34610,36234,43598,153531,141090,0
613634,47,98401,0.35,7,5,0,2,2,6,309754,350497,361091,258140,30969,95547,194904,28804,132684,31233,98561,62213,1
644699,53,180120,0.56,-2,1,0,0,6,8,258853,155576,64949,68831,392416,40341,95372,63095,103934,111917,117012,128155,1
235550,40,193650,0.77,6,2,8,3,-1,3,61167,412140,434547,215895,444745,333511,1960,182400,117567,87938,119450,189758,2
717614,35,112914,0.4,3,3,1,6,0,3,435807,287144,413826,498404,236454,34480,55266,156806,182700,47647,6279,74881,1
236806,63,177795,0.37,4,7,5,-1,6,-1,297839,144599,2098,59120,326456,367203,199965,159790,111983,57446,193489,110724,1
471837,64,31178,0.91,3,5,-2,7,2,6,485356,315904,189950,121124,399063,359411,51814,15030,65607,185991,114196,15801,2
388585,57,143272,0.45,1,-1,0,2,4,8,303637,197813,434908,489261,300531,251763,30228,144929,15418,92281,34257,134311,1
96121,27,52622,0.45,7,5,2,-2,5,8,83389,356167,10826,495061,290890,118121,37587,38825,110240,153495,122218,2274,1
786778,29,56834,0.41,-1,8,-2,0,0,3,274269,363193,446472,429442,56053,431973,145704,78516,97781,85912,172758,119482,1
372341,58,154127,0.36,2,0,-2,8,3,8,29457,343598,15468,237209,65547,132997,91140,195196,42968,93278,112877,91198,1
134577,25,145241,0.73,0,5,5,-1,0,5,119713,493126,317050,218344,145955,141826,187250,768,123155,153033,52208,150479,2
406778,49,170759,0.28,-2,7,6,4,8,4,52408,480322,159095,499888,182493,197171,8411,78799,71145,19761,33084,20626,0
299106,34,185920,0.38,-1,7,5,4,-2,-2,251170,132261,118455,385606,218777,400124,183469,22498,150438,62764,120753,109769,1
485647,58,186901,0.28,5,2,6,2,8,1,73424,390914,476315,182625,80778,413100,20070,129422,187635,146671,83816,191420,2
542461,62,119762,0.57,4,2,-1,6,1,7,396426,399261,237390,12251,52368,139337,121087,194998,75093,151530,117894,194158,1
936643,31,88929,0.96,4,4,3,1,4,6,116530,160389,198119,222646,260863,128014,154591,8463,69048,174812,70545,153711,2
710197,54,96396,0.39,6,3,0,7,1,-2,427671,41970,432171,388523,487910,173417,48748,157614,43401,33302,83630,176893,1
555200,26,189685,0.97,7,1,1,4,2,0,267273,189508,177500,322717,382574,346661,180318,122833,89902,85588,73584,119287,2
533241,43,142000,0.66,-1,-1,1,4,7,3,229425,94187,432776,136337,407355,415476,45524,161013,41324,127706,85040,181053,1
526379,65,98451,0.8,-1,7,3,5,0,-1,324948,4909,18609,241182,400337,479990,89100,119559,168711,10810,25278,165575,2
522295,68,155653,0.33,7,0,0,2,0,-2,188817,232194,105618,476582,278553,383677,37792,132822,196892,142373,103629,104723,1
455831,41,96617,0.22,3,-2,-1,7,6,-1,446348,313023,421117,28502,186544,193126,67440,110890,120681,129190,37642,186487,2
575754,40,98537,0.58,8,-1,8,3,4,2,330087,132739,446281,6743,60480,97840,36937,194838,26455,164832,114848,64150,1
867203,48,60101,0.99,-1,7,1,-1,3,5,238660,101576,299385,405990,296771,276269,90766,73377,38470,9421,117095,139941,2
396030,56,39940,0.71,5,-2,3,-1,-2,1,61381,164877,238917,455861,195958,321006,61186,69841,11734,56968,31211,140504,2
378055,61,83907,0.68,6,5,2,3,8,2,129342,236030,21103,379568,53777,178416,189152,101096,17758,263,36403,190941,1
803926,19,26016,0.45,3,-2,5,7,7,4,168099,153220,80249,113370,380793,91303,22762,112979,43389,196174,167440,17752,1
463962,67,169015,0.88,3,-2,4,2,2,3,235672,16088,2607,45862,311638,279098,177432,184956,39268,14007,82939,57283,2
138422,35,69617,0.7,2,7,4,0,3,0,312075,183309,66794,471442,210538,317105,174065,107826,145447,25867,156595,55229,2
553100,33,98292,0.67,7,2,-2,-1,-1,-2,465385,129487,229422,431807,310080,164956,81847,97659,18780,167695,187703,161069,1
385513,46,17237,0.29,4,-1,1,8,7,0,220737,161136,230712,228323,259935,367777,189128,88130,30393,128180,104237,60630,2
838325,28,116778,0.96,3,8,0,5,2,-2,102724,413736,486719,435993,311656,301959,174721,131093,179222,178430,85194,86121,2
342717,19,80263,0.25,6,3,4,-1,4,4,105573,100783,395365,240534,429630,191023,115665,80365,105565,136876,41303,33894,2
671195,31,35852,0.52,3,6,4,1,-2,3,406526,412762,371761,283129,30782,101842,123339,164000,115052,64753,102920,176858,1
782722,21,151830,0.34,-2,-1,1,-1,2,5,194004,447543,60385,307851,457366,249684,15013,169868,6943,87369,138836,11672,1
936388,56,190394,0.18,1,7,-2,1,4,5,372953,204348,66519,469438,45567,201194,144832,117418,94793,183573,151398,61094,1
792820,51,60003,0.14,4,8,7,2,5,-1,417656,382206,493621,201128,17259,333843,169030,80842,107382,183375,74836,102861,2
832381,63,100895,0.29,0,5,4,6,5,4,279011,134066,107842,407893,238255,355276,178021,120504,169753,54806,12585,191316,0
955012,56,24176,0.69,3,0,-2,6,0,3,277470,170518,68982,238760,87605,108305,63666,107352,163838,78309,88146,102686,1
476583,26,44658,0.97,1,0,5,-1,1,6,254431,209661,250634,110437,394879,307818,198233,42616,48620,99898,127291,115122,2
202271,57,140038,0.85,2,5,-2,6,3,-1,47967,441151,467839,53824,371167,496477,143515,23006,95463,86503,20134,93158,2
403548,58,151746,0.22,5,8,0,3,2,-1,382485,220465,311100,365051,244635,168356,129025,77370,126192,127249,116443,49576,2
779688,24,163982,0.08,8,0,3,2,5,8,152606,19552,219803,199618,149689,301767,67615,75596,14915,67695,194357,160315,2
894156,68,42948,0.69,3,0,0,8,-1,0,380048,123602,58869,385419,6737,303266,185457,47973,155568,129663,75911,167548,1
922565,34,42749,0.03,-1,7,7,-1,6,6,111171,308915,286645,36633,266968,30590,85832,134739,21867,95068,176510,55847,0
217477,40,107356,0.86,0,-1,2,2,-1,5,1262,299070,114970,299027,327315,461611,90441,189136,94049,91163,109763,24556,2
279304,62,143390,0.83,-2,-1,-1,7,6,-1,445457,167571,272313,347270,128852,275629,144040,179120,60655,79549,160956,180416,2
590277,28,41678,0.79,6,7,5,8,6,8,396673,485669,307694,497842,134529,292029,135990,39047,55914,135235,50276,100095,2
865363,39,163498,0.55,7,3,-2,2,8,-2,369284,193752,465935,263097,240803,9111,195832,22927,119256,83959,58583,16154,1
845722,35,60418,0.97,8,2,3,-2,2,-2,102734,33071,24351,396434,183467,125667,183080,131975,81398,7178,107568,156014,2
695424,66,186781,0.46,3,3,6,6,1,8,163316,438657,204265,425426,63054,239842,168431,122969,121769,131871,190674,15836,1
392022,45,140400,0.99,7,4,2,3,-1,7,335670,182506,321542,10632,453807,49786,174733,33794,71088,118130,14743,150808,2
402621,33,174752,0.88,6,1,7,6,8,-2,52731,146549,202658,171914,258619,102808,6783,43274,83033,120352,31582,120954,2
522697,59,124203,0.13,0,4,1,1,1,7,415224,249046,193578,362785,486780,36059,176565,113346,97159,80845,47648,120601,0
781658,21,152240,0.89,2,4,6,7,1,2,275746,75287,478757,484827,440795,493088,79398,15868,20966,134592,110329,17919,2
700587,53,193148,0.3,2,8,-2,4,8,6,428360,202500,254307,293497,268714,256898,40706,143593,6043,119531,56107,197828,1
735493,39,118845,0.77,2,0,2,8,-1,7,468996,452984,135839,155739,16748,474372,144695,140975,158277,37863,116680,38459,2
817976,28,117209,0.0,6,-1,1,4,-2,5,51387,234296,188180,299435,6256,459359,27949,193902,113526,66878,128384,195231,2
679974,38,16080,0.28,-1,0,1,3,6,1,337520,223663,190686,21084,142181,456928,58962,110980,175489,191172,130456,60331,0
994556,57,92333,0.76,3,2,6,-2,3,4,48135,465967,254791,308255,284280,17949,31158,82181,118481,157456,81231,180707,2
419430,58,196047,0.97,5,2,-1,6,4,2,202936,68194,140685,405718,263986,86443,62644,164337,160376,112702,151809,114398,2
528705,33,133307,0.17,7,8,7,1,7,0,432311,466669,159374,302228,305264,324894,7476,5856,48172,143185,19803,193334,2
352619,59,51018,0.46,7,8,7,-2,4,8,13746,54433,54188,161036,163383,348668,183371,123996,121715,10184,23599,91674,1
656954,26,100487,0.59,1,8,-1,8,7,1,358591,404089,347720,475681,110591,380767,22446,119060,62344,129327,25855,117329,1
408766,52,118424,0.95,-2,-1,7,3,3,2,318522,270907,135881,18633,283228,343506,80296,184912,197512,138106,90377,32306,2
763016,51,88775,0.45,2,4,7,2,7,4,198672,361480,134156,419494,220387,21586,175970,65680,2413,62662,79979,35051,1
709993,26,26927,0.93,2,-1,8,4,0,-2,246178,413419,283480,258993,129743,454186,78025,149268,179102,182900,159212,160274,2
460520,30,15944,0.98,1,7,0,-1,5,-1,45292,408262,90947,75269,68409,251815,184094,135321,80090,43276,166044,199650,2
157573,23,67420,0.94,-1,7,4,3,8,4,168024,247702,259419,136698,234705,395590,76449,107117,186832,103126,122199,44027,2
803180,21,34503,0.75,4,5,5,1,6,8,47613,448149,131470,271896,80648,100287,197639,76398,3105,135409,55698,89610,2
882978,63,168528,0.13,4,5,4,-2,1,6,469766,360983,171536,25088,472695,320219,7573,80485,187499,170158,108114,155162,2
319152,45,25175,0.6,8,6,-2,2,5,4,40543,388153,76164,453503,103554,419859,44133,128395,174745,13235,195962,61105,1
360435,28,171002,0.75,0,-2,1,-1,6,2,193836,128916,326000,188343,425192,230421,178659,178236,163647,180173,95914,197160,2
208477,51,149377,0.95,7,1,8,8,8,-1,477569,274889,48703,106255,405169,414666,73495,134150,77960,55042,4094,149903,2
298141,52,142412,0.78,3,0,4,3,6,3,189993,239013,244095,247714,23047,72677,181368,139663,112839,173503,17098,133028,2
348530,22,54537,0.54,-1,-1,8,4,7,6,227549,173321,402779,298194,462479,2108,125964,39334,187735,145989,33755,198692,1
665197,56,125681,0.21,8,-1,6,3,6,6,419098,290402,51573,236221,419689,14315,131862,6382,107563,165912,197114,163472,2
201899,28,48136,0.46,-2,2,7,3,-2,-2,79964,439764,110678,63575,429872,192025,38999,100241,42845,146068,96213,118378,1
869472,29,173634,0.64,6,4,-1,0,3,2,37257,424837,2633,242294,333073,77774,169612,68735,102370,30844,113595,180125,1
634642,60,191025,0.32,8,4,1,-1,3,0,432434,399539,357292,3012,343008,164526,22559,38223,28715,100728,147310,134521,1
390687,36,90624,0.46,7,-2,7,2,2,2,476834,385450,99698,252487,285859,112973,101659,45550,55110,118650,44001,102501,1
592445,30,197771,0.02,-2,5,0,0,6,7,241105,45392,415278,439661,443445,39125,78304,35107,87938,122582,147422,68551,0
609603,21,165266,0.88,7,3,8,1,0,1,78310,412936,368048,37501,30222,477321,151339,193779,14811,22788,46280,32751,2
348076,31,95312,0.03,2,7,4,6,-1,2,368543,75314,22161,258703,471656,388990,47780,23290,43478,128709,153182,31708,1
464380,61,113415,0.41,0,5,4,2,8,0,55942,396733,151515,130765,443384,389590,81317,137711,38278,42906,49309,53108,1
719774,19,100992,0.51,6,8,0,1,7,3,312648,35265,434129,294924,197018,465569,140045,56345,124243,102905,82436,120643,1
832957,25,199421,0.97,5,1,-1,7,-1,1,130322,56042,257985,482885,69922,424578,60662,137533,122787,147649,188143,20284,2
981831,39,98117,0.94,1,3,2,5,7,-1,124969,237785,291774,61913,498750,264539,182376,78667,27156,27771,12448,25789,2
950312,68,76241,0.65,5,-2,-1,5,4,8,316669,159143,220846,319179,343274,496644,126271,114637,41366,120347,139011,131854,1
